column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD8-positive, alpha-beta T cell	ALCAM	CD6	0.724	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|CD8-positive, alpha-beta T cell	CD44	TYROBP	1.296	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|CD8-positive, alpha-beta T cell	CD47	SIRPG	0.707	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|CD8-positive, alpha-beta T cell	CD58	CD2	1.963	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|CD8-positive, alpha-beta T cell	CD96	NECTIN1	0.218	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|CD8-positive, alpha-beta T cell	PPIA	BSG	1.167	14	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	CD44	SELE	1.262	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	COL4A4	ADGRG6	1.32	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	ENTPD1	ADORA2B	1.4	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	LRPAP1	SORT1	0.342	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	AREG	EGFR	0.427	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	LGALS3	MERTK	0.277	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	HLA-E	KLRC1	0.975	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	HLA-E	VSIR	1.061	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	CD55	ADGRE5	0.893	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	SEMA3E	PLXND1	0.571	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	TGFB1	TGFBR3	0.536	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	TNF	TNFRSF1A	0.459	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	TNF	TNFRSF1B	0.323	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	ALCAM	CD6	0.221	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	CD44	TYROBP	1.25	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	CD47	SIRPG	0.186	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	CD96	NECTIN1	0.356	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	PPIA	BSG	1.678	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|enterocyte of epithelium of large intestine	PTPRC	MRC1	0.61	19	B cell	enterocyte of epithelium of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	LRPAP1	SORT1	0.189	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	AREG	EGFR	0.861	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	LGALS3	MERTK	0.289	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	HLA-E	VSIR	1.2	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	CD55	ADGRE5	0.758	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	SEMA3E	PLXND1	0.67	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	TGFB1	TGFBR3	1.696	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	TNF	TNFRSF1A	0.677	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	TNF	TNFRSF1B	0.344	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	ALCAM	CD6	0.233	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	CD44	TYROBP	1.258	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	CD47	SIRPA	0.379	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	CD96	NECTIN1	0.205	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	FTH1	SCARA5	2.481	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	FTL	SCARA5	2.533	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|fibroblast	PPIA	BSG	1.593	16	B cell	fibroblast	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	COL4A4	ADGRG6	4.568	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	HLA-E	VSIR	1.246	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	SEMA3E	PLXND1	1.178	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	TGFB1	TGFBR3	1.14	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	TNF	TNFRSF1A	1.281	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	TNF	TNFRSF1B	0.558	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	CD47	SIRPA	0.403	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	PPIA	BSG	0.96	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|gut endothelial cell	PTPRC	MRC1	0.72	9	B cell	gut endothelial cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	CD44	SELE	1.294	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	COL4A4	ADGRG6	1.352	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	ENTPD1	ADORA2B	1.553	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	LRPAP1	SORT1	0.512	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	AREG	EGFR	0.378	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	LGALS3	MERTK	0.289	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	HLA-E	VSIR	1.041	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	CD55	ADGRE5	1.062	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	TGFB1	TGFBR3	0.544	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	TNF	TNFRSF1A	0.586	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	TNF	TNFRSF1B	0.324	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	CD96	NECTIN1	0.496	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal crypt stem cell of large intestine	PPIA	BSG	1.811	13	B cell	intestinal crypt stem cell of large intestine	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	LRPAP1	SORT1	0.972	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	AREG	EGFR	0.41	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	HLA-E	KLRC2	1.656	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	HLA-E	VSIR	1.1	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	CD55	ADGRE5	1.09	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	TGFB1	TGFBR3	0.763	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	TNF	TNFRSF1A	0.705	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	CD47	SIRPA	0.273	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal enteroendocrine cell	PPIA	BSG	2.016	9	B cell	intestinal enteroendocrine cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal tuft cell	COL4A4	ADGRG6	1.356	5	B cell	intestinal tuft cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal tuft cell	ALCAM	CD6	0.219	5	B cell	intestinal tuft cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal tuft cell	FTH1	SCARA5	1.04	5	B cell	intestinal tuft cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal tuft cell	FTL	SCARA5	1.092	5	B cell	intestinal tuft cell	large_intestine	HBM996.CGFD.228_reg001
B cell|intestinal tuft cell	PPIA	BSG	0.836	5	B cell	intestinal tuft cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	LRPAP1	SORT1	0.185	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	AREG	EGFR	0.249	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	LGALS3	MERTK	0.279	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	HLA-E	KLRC1	0.978	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	HLA-E	VSIR	1.006	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	CD55	ADGRE5	0.734	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	SEMA3E	PLXND1	0.583	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	TNF	TNFRSF1A	0.384	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	CD96	NECTIN1	0.24	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|large intestine goblet cell	PPIA	BSG	1.053	10	B cell	large intestine goblet cell	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	COL4A4	ADGRG6	1.722	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	LRPAP1	SORT1	0.782	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	LGALS3	MERTK	0.35	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	HLA-E	VSIR	1.167	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	CD55	ADGRE5	0.747	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	SEMA3E	PLXND1	0.797	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	TGFB1	TGFBR3	0.722	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	TNF	TNFRSF1A	0.541	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	TNF	TNFRSF1B	0.371	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	CD47	SIRPA	0.186	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	CD58	CD2	0.978	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|monocyte	PPIA	BSG	1.172	12	B cell	monocyte	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	COL4A4	ADGRG6	1.43	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	ENTPD1	ADORA2B	1.521	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	LRPAP1	SORT1	0.312	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	AREG	EGFR	0.269	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	HLA-E	VSIR	1.049	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	CD55	ADGRE5	0.915	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	TNF	TNFRSF1A	0.67	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	CD96	NECTIN1	0.251	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|paneth cell of colon	PPIA	BSG	1.545	9	B cell	paneth cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	COL4A4	ADGRG6	1.374	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	ENTPD1	ADORA2B	1.729	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	LRPAP1	SORT1	0.456	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	AREG	EGFR	0.628	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	HLA-E	VSIR	1.023	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	CD55	ADGRE5	1.086	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	TGFB1	TGFBR3	0.537	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	TNF	TNFRSF1A	0.728	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	TNF	TNFRSF1B	0.327	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	CD47	SIRPA	0.179	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	CD96	NECTIN1	0.549	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
B cell|transit amplifying cell of colon	PPIA	BSG	1.703	12	B cell	transit amplifying cell of colon	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	APP	CD74	1.23	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	EFNB1	EPHB6	0.54	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	IGFBP3	TMEM219	0.237	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	LPAR2	ADGRE5	1.606	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	LPAR3	ADGRE5	1.331	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	CD55	ADGRE5	2.012	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	SEMA4D	PTPRC	0.88	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	CD160	TNFRSF14	0.804	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	TNFSF14	TNFRSF14	0.655	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	TNFSF10	TNFRSF10A	1.107	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	TNFSF10	TNFRSF10D	1.085	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	TNFSF13B	TNFRSF13B	1.618	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	TNFSF13B	TNFRSF13C	2.181	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	CD70	CD27	0.907	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|B cell	KLRB1	CLEC2D	1.92	15	CD4-positive, alpha-beta T cell	B cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	NECTIN1	NECTIN3	0.48	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.482	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	ICAM1	ITGAL	0.23	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	ICAM1	SPN	0.705	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	JAM3	JAM3	0.303	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	NECTIN2	TIGIT	0.996	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	NECTIN3	TIGIT	1.2	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	APP	CD74	0.227	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	APP	PLXNA4	0.074	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	APLP2	PLXNA4	0.324	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	APP	SORL1	0.138	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	APLP2	PIGR	0.311	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	CCL5	CCR4	0.62	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	CCL4	CCR5	0.696	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	CCL5	CCR5	0.954	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	CXCL16	CXCR6	0.851	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	EFNA1	EPHA4	0.037	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA4	0.13	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	EFNB1	EPHA4	0.039	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	EFNB1	EPHB6	0.028	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	HBEGF	ERBB2	0.025	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	NCAM1	FGFR1	0.066	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	TENM1	ADGRL3	0.048	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	LGALS9	HAVCR2	0.258	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
CD4-positive, alpha-beta T cell|CD8-positive, alpha-beta T cell	LGALS9	P4HB	0.212	64	CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta T cell	large_intestine	HBM996.CGFD.228_reg001
