column	ligand	receptor	value	count	source	target	tissue	region
B Cells|Crypt Fibroblasts 1 WNT2B+	LGALS3	MERTK	0.014	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 1 WNT2B+	GAS6	MERTK	0.014	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 1 WNT2B+	GAS6	AXL	0.017	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 1 WNT2B+	SEMA4D	PLXNB2	0.019	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 1 WNT2B+	CD96	NECTIN1	0.002	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 1 WNT2B+	PPIA	BSG	0.022	13	B Cells	Crypt Fibroblasts 1 WNT2B+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 2	APLP2	PIGR	0.136	2	B Cells	Crypt Fibroblasts 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 2	PPIA	BSG	0.014	2	B Cells	Crypt Fibroblasts 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	NECTIN2	NECTIN3	0.008	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	APP	PLXNA4	0.006	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	APLP2	PLXNA4	0.006	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	APLP2	PIGR	0.02	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	APOA1	ABCA1	0.19	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	LGALS3	MERTK	0.008	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	GAS6	MERTK	0.008	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|Crypt Fibroblasts 3 RSPO3+	SEMA4D	PLXNB1	0.019	8	B Cells	Crypt Fibroblasts 3 RSPO3+	small_intestine	HBM777.TLQL.487_reg001
B Cells|CyclingTA 1	NECTIN2	NECTIN3	0.009	3	B Cells	CyclingTA 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|CyclingTA 1	APP	CD74	0.004	3	B Cells	CyclingTA 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|CyclingTA 1	APLP2	PIGR	0.006	3	B Cells	CyclingTA 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|D Cells	NECTIN2	NECTIN3	0.17	4	B Cells	D Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|D Cells	APP	CD74	0.17	4	B Cells	D Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|D Cells	APLP2	PIGR	1.17	4	B Cells	D Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|D Cells	CD96	NECTIN1	0.168	4	B Cells	D Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-CD36+ Microvascular	NECTIN2	NECTIN3	0.01	5	B Cells	Endothelial-CD36+ Microvascular	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-CD36+ Microvascular	APP	CD74	0.036	5	B Cells	Endothelial-CD36+ Microvascular	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-CD36+ Microvascular	APP	SORL1	0.008	5	B Cells	Endothelial-CD36+ Microvascular	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-CD36+ Microvascular	APLP2	PIGR	0.095	5	B Cells	Endothelial-CD36+ Microvascular	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-CD36+ Microvascular	SEMA4D	PTPRC	0.017	5	B Cells	Endothelial-CD36+ Microvascular	small_intestine	HBM777.TLQL.487_reg001
B Cells|Endothelial-Venules	APLP2	PIGR	0.007	1	B Cells	Endothelial-Venules	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	NECTIN2	NECTIN3	0.521	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	APP	CD74	0.083	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	APP	SORL1	0.074	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	APLP2	PIGR	1.32	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	APOA1	ABCA1	0.197	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	GAS6	AXL	0.014	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	SEMA4D	PLXNB2	0.067	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterochromaffin	SEMA4D	PTPRC	0.023	8	B Cells	Enterochromaffin	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	NECTIN2	NECTIN3	0.004	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	APP	CD74	0.005	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	APP	PLXNA4	0.005	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	APLP2	PLXNA4	0.005	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	APP	SORL1	0.007	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	APLP2	PIGR	0.065	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	PPIA	BSG	0.004	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enterocytes	PTPRC	MRC1	0.008	8	B Cells	Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enteroendocrine	APLP2	PIGR	0.111	4	B Cells	Enteroendocrine	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enteroendocrine	SEMA4D	PLXNB2	0.05	4	B Cells	Enteroendocrine	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enteroendocrine	CD96	NECTIN1	0.037	4	B Cells	Enteroendocrine	small_intestine	HBM777.TLQL.487_reg001
B Cells|Enteroendocrine	PPIA	BSG	0.039	4	B Cells	Enteroendocrine	small_intestine	HBM777.TLQL.487_reg001
B Cells|EnteroendocrineUn	NECTIN2	NECTIN3	0.235	5	B Cells	EnteroendocrineUn	small_intestine	HBM777.TLQL.487_reg001
B Cells|EnteroendocrineUn	APP	SORL1	0.119	5	B Cells	EnteroendocrineUn	small_intestine	HBM777.TLQL.487_reg001
B Cells|EnteroendocrineUn	APP	TNFRSF21	0.235	5	B Cells	EnteroendocrineUn	small_intestine	HBM777.TLQL.487_reg001
B Cells|EnteroendocrineUn	APLP2	PIGR	0.119	5	B Cells	EnteroendocrineUn	small_intestine	HBM777.TLQL.487_reg001
B Cells|EnteroendocrineUn	APOA1	ABCA1	0.303	5	B Cells	EnteroendocrineUn	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	APP	CD74	0.007	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	APP	SORL1	0.005	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	APLP2	PIGR	0.023	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	LGALS3	MERTK	0.006	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	GAS6	MERTK	0.006	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Epithelial	PPIA	BSG	0.004	6	B Cells	Epithelial	small_intestine	HBM777.TLQL.487_reg001
B Cells|Glia	APLP2	PIGR	0.362	3	B Cells	Glia	small_intestine	HBM777.TLQL.487_reg001
B Cells|Glia	MDK	ALK	0.12	3	B Cells	Glia	small_intestine	HBM777.TLQL.487_reg001
B Cells|Glia	MDK	PTPRZ1	0.053	3	B Cells	Glia	small_intestine	HBM777.TLQL.487_reg001
B Cells|Goblet	APLP2	PIGR	0.014	1	B Cells	Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	NECTIN2	NECTIN3	0.315	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	APP	CD74	0.315	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	APP	SORL1	0.514	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	APLP2	PIGR	2.948	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	SEMA4D	PLXNB2	0.279	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	SEMA4D	PLXNB1	0.269	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	SEMA4D	PTPRC	0.024	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	CD96	NECTIN1	0.032	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	PPIA	BSG	0.08	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|I Cells	PTPRC	MRC1	0.155	10	B Cells	I Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|ICC	APLP2	PIGR	0.37	2	B Cells	ICC	small_intestine	HBM777.TLQL.487_reg001
B Cells|ICC	APOA1	ABCA1	0.505	2	B Cells	ICC	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	NECTIN2	NECTIN3	0.005	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APP	CD74	0.005	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APP	PLXNA4	0.004	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APLP2	PLXNA4	0.004	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APP	SORL1	0.005	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APP	TNFRSF21	0.004	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APLP2	PIGR	0.02	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	APOA1	ABCA1	0.188	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	CCL25	ACKR4	0.002	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	LGALS3	MERTK	0.006	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	GAS6	MERTK	0.006	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	GAS6	TYRO3	0.007	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	SEMA4D	PLXNB2	0.014	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	SEMA4D	PTPRC	0.014	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Enterocytes	PPIA	BSG	0.004	15	B Cells	Immature Enterocytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	NECTIN2	NECTIN3	0.004	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	APP	CD74	0.005	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	APP	SORL1	0.009	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	APLP2	PIGR	0.053	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	APOA1	ABCA1	0.188	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	LGALS3	MERTK	0.008	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	GAS6	MERTK	0.008	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|Immature Goblet	SEMA4D	PLXNB2	0.015	8	B Cells	Immature Goblet	small_intestine	HBM777.TLQL.487_reg001
B Cells|K Cells	APP	SORL1	0.051	2	B Cells	K Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|K Cells	APLP2	PIGR	0.147	2	B Cells	K Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Lymphatic Endothelial Cells	APLP2	PIGR	0.467	4	B Cells	Lymphatic Endothelial Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Lymphatic Endothelial Cells	APOA1	ABCA1	0.281	4	B Cells	Lymphatic Endothelial Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Lymphatic Endothelial Cells	CD96	NECTIN1	0.094	4	B Cells	Lymphatic Endothelial Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Lymphatic Endothelial Cells	PTPRC	MRC1	0.094	4	B Cells	Lymphatic Endothelial Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	NECTIN2	NECTIN3	0.324	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	APP	CD74	0.384	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	APP	SORL1	0.044	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	APLP2	PIGR	2.544	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	APOA1	ABCA1	0.208	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	GAS6	TYRO3	0.026	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	SEMA4D	PLXNB2	0.334	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mo Cells	PPIA	BSG	0.084	8	B Cells	Mo Cells	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	APP	CD74	0.034	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	APP	SORL1	0.012	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	APP	TNFRSF21	0.018	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	APLP2	PIGR	0.184	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	APOA1	ABCA1	0.298	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	CCL25	ACKR4	0.003	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	LGALS3	MERTK	0.149	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	GAS6	MERTK	0.149	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	GAS6	AXL	0.066	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	SEMA4D	PTPRC	0.091	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	CD96	NECTIN1	0.002	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	PPIA	BSG	0.006	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Mono_Macrophages	PTPRC	MRC1	0.071	13	B Cells	Mono_Macrophages	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	NECTIN2	NECTIN3	0.012	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	APP	CD74	0.004	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	APP	TNFRSF21	0.005	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	APLP2	PIGR	0.076	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	APOA1	ABCA1	0.2	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	GAS6	AXL	0.02	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	MDK	ALK	0.002	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	SEMA4D	PLXNB2	0.015	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	PPIA	BSG	0.004	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 1	PTPRC	MRC1	0.009	10	B Cells	Myofibroblasts/SM 1	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	NECTIN2	NECTIN3	0.132	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	APP	CD74	0.076	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	APP	TNFRSF21	0.012	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	APLP2	PIGR	0.44	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	GAS6	AXL	0.134	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	SEMA4D	PLXNB1	0.018	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 2	TAC3	TACR1	0.066	7	B Cells	Myofibroblasts/SM 2	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 3	APP	PLXNA4	0.055	4	B Cells	Myofibroblasts/SM 3	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 3	APLP2	PLXNA4	0.055	4	B Cells	Myofibroblasts/SM 3	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 3	APLP2	PIGR	0.251	4	B Cells	Myofibroblasts/SM 3	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM 3	PPIA	BSG	0.009	4	B Cells	Myofibroblasts/SM 3	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	NECTIN2	NECTIN3	0.013	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	APP	CD74	0.011	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	APLP2	PIGR	0.029	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	CCL25	ACKR4	0.003	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	SEMA4D	PLXNB2	0.015	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	SEMA4D	PTPRC	0.018	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	PPIA	BSG	0.004	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|Myofibroblasts/SM DES High	PTPRC	MRC1	0.006	8	B Cells	Myofibroblasts/SM DES High	small_intestine	HBM777.TLQL.487_reg001
B Cells|NEUROG3high	APP	CD74	0.018	3	B Cells	NEUROG3high	small_intestine	HBM777.TLQL.487_reg001
B Cells|NEUROG3high	APLP2	PIGR	1.018	3	B Cells	NEUROG3high	small_intestine	HBM777.TLQL.487_reg001
B Cells|NEUROG3high	SEMA4D	PLXNB1	0.499	3	B Cells	NEUROG3high	small_intestine	HBM777.TLQL.487_reg001
B Cells|NK	APLP2	PIGR	0.02	1	B Cells	NK	small_intestine	HBM777.TLQL.487_reg001
B Cells|Neurons	APP	PLXNA4	2.439	5	B Cells	Neurons	small_intestine	HBM777.TLQL.487_reg001
B Cells|Neurons	APLP2	PLXNA4	2.439	5	B Cells	Neurons	small_intestine	HBM777.TLQL.487_reg001
B Cells|Neurons	APLP2	PIGR	1.101	5	B Cells	Neurons	small_intestine	HBM777.TLQL.487_reg001
B Cells|Neurons	GAS6	TYRO3	0.022	5	B Cells	Neurons	small_intestine	HBM777.TLQL.487_reg001
B Cells|Neurons	MDK	ALK	5.018	5	B Cells	Neurons	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	NECTIN2	NECTIN3	0.112	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	APP	CD74	0.029	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	APLP2	PIGR	0.435	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	APOA1	ABCA1	0.213	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	CCL25	CCR9	0.027	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Pericytes	GAS6	AXL	0.088	6	B Cells	Pericytes	small_intestine	HBM777.TLQL.487_reg001
B Cells|Plasma	NECTIN2	NECTIN3	0.114	6	B Cells	Plasma	small_intestine	HBM777.TLQL.487_reg001
B Cells|Plasma	APLP2	PIGR	0.232	6	B Cells	Plasma	small_intestine	HBM777.TLQL.487_reg001
B Cells|Plasma	LGALS3	MERTK	0.116	6	B Cells	Plasma	small_intestine	HBM777.TLQL.487_reg001
