column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	CD80	NGFR	0.448	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LRPAP1	SORT1	0.404	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	ACKR2	0.025	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR2	0.028	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR1	0.012	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.214	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	RARRES2	CCRL2	0.01	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL20	CCR6	0.092	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL28	CCR10	0.018	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.087	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR5	0.09	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CXCL16	CXCR6	0.481	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	C5	C5AR1	0.007	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EDN1	EDNRB	0.002	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA1	0.051	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA1	0.118	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA2	0.006	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA2	0.073	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA4	0.033	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA4	0.1	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	NRG2	ERBB3	0.038	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	FGF9	FGFR3	0.105	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	FLRT2	ADGRL1	0.092	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	NRXN1	ADGRL1	0.062	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	FLRT2	ADGRL3	0.038	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	HAVCR2	0.112	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	P4HB	0.252	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC1	0.956	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC2	0.947	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRK1	0.949	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	VSIR	1.038	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	VSIR	0.532	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	LILRB1	0.437	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-G	LILRB1	0.044	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	IL1RAP	PTPRF	0.072	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LRRC4C	PTPRF	0.045	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRF	0.036	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRD	0.025	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LTB	LTBR	0.42	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF14	LTBR	0.003	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LPAR1	ADGRE5	0.844	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LPAR2	ADGRE5	0.973	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD55	ADGRE5	1.612	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	NRXN1	DAG1	0.057	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH1	0.042	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG2	NOTCH1	0.054	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH2	0.06	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG2	NOTCH2	0.071	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH4	0.012	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG2	NOTCH4	0.023	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	CD46	0.236	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	VASN	0.008	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	JAG2	VASN	0.02	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PNOC	OPRL1	0.552	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PDGFD	PDGFRB	0.028	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PODXL	SELL	0.013	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PODXL2	SELL	0.029	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SELPLG	SELL	0.017	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA3E	PLXND1	0.058	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB2	0.158	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	CD72	0.18	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB1	0.141	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PTPRC	1.056	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA7A	PLXNC1	0.282	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFR2	0.031	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFRC	0.108	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB1	TGFBR3	0.742	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB3	TGFBR3	0.058	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	BTLA	TNFRSF14	0.173	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF14	0.155	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF14	TNFRSF14	0.125	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	FASLG	FAS	0.545	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1A	0.075	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1A	0.246	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1B	0.428	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1B	0.6	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF10	TNFRSF10A	0.032	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF10	TNFRSF10B	0.09	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF10	TNFRSF10D	0.024	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF12A	0.201	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF25	0.647	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF13B	TNFRSF13C	0.1	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF9	TNFRSF9	0.265	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	ALCAM	CD6	0.766	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	BAG6	NCR3	0.136	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	NCR3LG1	NCR3	0.005	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD200	CD200R1	0.03	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD226	NECTIN2	0.08	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD248	IL6R	0.061	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD320	JAML	0.342	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD40LG	CD40	0.024	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD44	TYROBP	0.985	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD47	SIRPA	0.402	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD47	SIRPG	0.484	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD58	CD2	1.437	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD70	CD27	1.068	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CD28	0.909	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CD28	0.911	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CTLA4	0.65	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CTLA4	0.652	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	CD96	NECTIN1	0.395	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	ICOSLG	ICOS	0.705	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	KLRB1	CLEC2D	0.568	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	MPZL1	MPZL1	0.035	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PECAM1	CD38	0.008	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD4-positive, alpha-beta T cell	PPIA	BSG	1.194	133	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CADM1	NECTIN3	0.341	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN1	NECTIN3	0.363	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.36	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CEACAM5	CD8A	1.687	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CEACAM5	CEACAM1	0.028	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	TGM2	ADGRG1	0.105	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	DAG1	CELSR3	0.022	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	GJA3	GJA1	0.005	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	GJC1	GJA1	0.024	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	ITGAL	0.111	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	SPN	0.412	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	JAM2	JAM3	0.163	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	JAM3	JAM3	0.31	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	TIGIT	0.667	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN3	TIGIT	0.729	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	POMC	MC1R	0.206	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	APP	CD74	0.144	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	APP	SORL1	0.123	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	APLP2	PIGR	0.129	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	APOA1	ABCA1	0.021	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CD80	NGFR	0.432	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	LRPAP1	SORT1	0.403	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR1	0.016	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR4	0.055	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	RARRES2	CCRL2	0.049	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL20	CCR6	0.03	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL28	CCR10	0.026	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL4	CCR5	0.203	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR5	0.207	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	CXCL16	CXCR6	0.456	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA1	0.027	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA1	0.094	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA2	0.005	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA2	0.072	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA4	0.046	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA4	0.113	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	NRG2	ERBB3	0.056	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
B cell|CD8-positive, alpha-beta T cell	FCER2	CR2	0.226	118	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM658.HHLH.689_reg001
