column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	CD80	NGFR	0.914	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LRPAP1	SORT1	0.347	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	ACKR2	0.021	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	ACKR2	0.011	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.163	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	RARRES2	CCRL2	0.01	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL28	CCR10	0.024	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.108	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR5	0.098	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CXCL16	CXCR6	0.329	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA1	0.2	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA1	0.082	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA5	EPHA1	0.088	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA2	0.14	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA2	0.022	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA5	EPHA2	0.028	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA4	0.145	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA4	0.027	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA5	EPHA4	0.033	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNB2	EPHA4	0.021	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNB2	EPHB4	0.01	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	EFNB2	EPHB6	0.098	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	NRG2	ERBB3	0.019	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	FGF9	FGFR3	0.083	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	FLRT2	ADGRL1	0.042	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	FLRT2	ADGRL3	0.016	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	HAVCR2	0.302	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	P4HB	0.456	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	GAS6	AXL	0.012	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	GAS6	TYRO3	0.127	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC1	0.96	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC2	0.96	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	VSIR	1.074	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	VSIR	0.607	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	LILRB1	0.495	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	IL1RAP	PTPRF	0.051	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRF	0.037	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRD	0.04	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LPAR1	ADGRE5	0.951	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LPAR2	ADGRE5	1.254	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD55	ADGRE5	1.792	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PTPRS	NTRK3	0.117	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	DLL1	NOTCH1	0.044	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH1	0.046	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	DLL1	NOTCH2	0.092	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH2	0.095	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	DLL1	NOTCH4	0.01	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	NOTCH4	0.012	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	CD46	0.251	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	JAG1	VASN	0.016	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	OXT	OXTR	0.053	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PDGFD	PDGFRB	0.009	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PODXL	SELL	0.022	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PODXL2	SELL	0.064	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	GNRH1	GNRHR2	0.026	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA3E	PLXND1	0.085	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB2	0.155	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	CD72	0.254	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB1	0.159	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PTPRC	1.022	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA7A	PLXNC1	0.387	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFR2	0.038	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFRC	0.167	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB1	TGFBR3	0.766	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB3	TGFBR3	0.135	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	FGFR4	TGFBR3	0.109	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	BTLA	TNFRSF14	0.248	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF14	0.153	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF14	TNFRSF14	0.152	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1A	0.062	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1A	0.193	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1B	0.442	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1B	0.573	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF12A	0.358	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF25	0.569	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF9	TNFRSF9	0.413	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	WNT10A	FRZB	0.101	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	WNT2B	FRZB	0.007	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	ALCAM	CD6	0.626	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	BAG6	NCR3	0.223	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD200	CD200R1	0.023	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD248	IL6R	0.062	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD320	JAML	0.322	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD44	TYROBP	1.003	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD47	SIRPA	0.319	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD47	SIRPG	0.452	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD58	CD2	1.367	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD70	CD27	1.565	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CD28	1.384	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CD28	0.949	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CTLA4	0.994	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CTLA4	0.56	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	CD96	NECTIN1	0.311	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	ICOSLG	ICOS	1.046	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	KITLG	KIT	0.195	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	KLRB1	CLEC2D	0.446	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	MPZL1	MPZL1	0.053	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PECAM1	CD38	0.011	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PPIA	BSG	1.282	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD4-positive, alpha-beta T cell	PTPRC	MRC1	0.582	122	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CADM1	NECTIN3	0.335	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN1	NECTIN3	0.369	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.331	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	TGM2	ADGRG1	0.066	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	DAG1	CELSR3	0.093	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	ITGAL	0.132	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	SPN	0.305	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	JAM2	JAM3	0.353	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	JAM3	JAM3	0.465	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	TIGIT	0.697	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN3	TIGIT	0.759	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	ENTPD1	ADORA2B	0.367	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	ENTPD1	ADORA3	0.367	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	APP	CD74	0.195	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	APP	SORL1	0.132	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	APLP2	PIGR	0.149	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	APOA1	ABCA1	0.085	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CD80	NGFR	0.866	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR1	0.011	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR4	0.026	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	RARRES2	CCRL2	0.064	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	ACKR1	0.006	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL28	CCR10	0.029	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL4	CCR5	0.153	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR5	0.143	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	CXCL16	CXCR6	0.347	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	C5	C5AR1	0.01	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA1	0.147	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA1	0.029	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA5	EPHA1	0.035	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA4	0.158	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA4	0.04	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA5	EPHA4	0.046	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNB2	EPHA4	0.034	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	EFNB2	EPHB6	0.018	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	NRG2	ERBB3	0.04	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	FLRT2	ADGRL1	0.064	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	FLRT2	ADGRL3	0.026	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	LGALS9	HAVCR2	0.308	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	LGALS9	P4HB	0.409	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	GAS6	AXL	0.012	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	GAS6	TYRO3	0.031	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	GHRL	GHSR	0.05	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC1	1.218	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC2	1.654	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRK1	1.28	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	VSIR	1.109	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-F	VSIR	0.642	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-F	LILRB1	0.513	115	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM754.SFBF.894_reg001
