column	ligand	receptor	value	count	source	target	tissue	region
B cell|CD4-positive, alpha-beta T cell	CCL22	CCR4	0.372	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR4	0.201	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CCL4	CCR5	0.073	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CCL5	CCR5	0.109	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CXCL16	CXCR6	0.497	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	C5	C5AR1	0.021	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA1	0.165	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA1	0.167	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA3	EPHA4	0.031	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	EFNA4	EPHA4	0.033	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	NRG2	ERBB3	0.021	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	FLRT2	ADGRL1	0.056	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	HAVCR2	0.056	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LGALS9	P4HB	0.185	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRC1	1.012	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	KLRK1	1.01	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-E	VSIR	1.124	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	VSIR	0.547	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-F	LILRB1	0.425	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	HLA-G	LILRB1	0.019	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	IL1RAP	PTPRF	0.03	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRF	0.108	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LRFN4	PTPRD	0.098	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LTB	LTBR	0.504	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LPAR2	ADGRE5	1.028	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD55	ADGRE5	1.914	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	PDGFD	PDGFRB	0.011	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	GNRH1	GNRHR2	0.265	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA3E	PLXND1	0.137	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB2	0.159	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	CD72	0.18	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PLXNB1	0.156	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA4D	PTPRC	1.114	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	SEMA7A	PLXNC1	0.393	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFR2	0.018	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TF	TFRC	0.15	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TGFB1	TGFBR3	0.668	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	BTLA	TNFRSF14	0.147	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF14	0.145	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	FASLG	FAS	0.465	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1A	0.041	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1A	0.279	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	LTA	TNFRSF1B	0.47	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TNF	TNFRSF1B	0.708	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF12A	0.183	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF12	TNFRSF25	0.548	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	TNFSF9	TNFRSF9	0.352	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	ALCAM	CD6	0.793	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	BAG6	NCR3	0.088	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD226	NECTIN2	0.028	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD320	JAML	0.396	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD44	TYROBP	1.17	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD47	SIRPG	0.516	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD58	CD2	1.733	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD70	CD27	0.538	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CD28	1.66	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CD28	0.697	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD80	CTLA4	1.526	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD86	CTLA4	0.563	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	CD96	NECTIN1	0.375	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	ICOSLG	ICOS	0.958	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	KLRB1	CLEC2D	0.547	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	MPZL1	MPZL1	0.023	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	PECAM1	CD38	0.018	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	PPIA	BSG	1.16	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	PTPRC	MRC1	0.536	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD4-positive, alpha-beta T cell	PTPRD	IL1RAP	0.022	91	B cell	CD4-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CADM1	NECTIN3	0.301	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN1	NECTIN3	0.305	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	NECTIN3	0.304	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CEACAM1	CEACAM8	0.02	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CEACAM5	CD8A	1.517	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TGM2	ADGRG1	0.062	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	ITGAL	0.234	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	ICAM1	SPN	0.468	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	JAM2	JAM3	0.108	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	JAM3	JAM3	0.169	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN2	TIGIT	0.733	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	NECTIN3	TIGIT	0.731	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APP	CD74	0.105	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APP	PLXNA4	0.011	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APLP2	PLXNA4	0.083	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APP	SORL1	0.132	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APLP2	PIGR	0.09	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	APOA1	ABCA1	0.029	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD80	NGFR	1.259	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL4	ACKR2	0.012	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	ACKR2	0.048	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL22	DPP4	0.245	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR1	0.063	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL22	CCR4	0.226	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR4	0.054	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL4	CCR5	0.074	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CCL5	CCR5	0.11	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CXCL16	CXCR6	0.477	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA3	EPHA4	0.146	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	EFNA4	EPHA4	0.148	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	NRG2	ERBB3	0.031	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	FCER2	CR2	0.41	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	FLRT2	ADGRL1	0.048	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	FLRT2	ADGRL3	0.11	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LGALS9	HAVCR2	0.108	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LGALS9	P4HB	0.186	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC1	1.116	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRC2	1.525	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	KLRK1	1.312	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-E	VSIR	1.09	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-F	VSIR	0.513	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-F	LILRB1	0.435	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	HLA-G	LILRB1	0.029	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CLEC2B	KLRF1	0.107	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LTB	LTBR	0.489	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LPAR2	ADGRE5	1.104	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD55	ADGRE5	1.99	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	GNRH1	GNRHR2	0.235	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA3E	PLXND1	0.103	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA4D	PLXNB2	0.168	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA4D	CD72	0.217	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA4D	PLXNB1	0.165	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA4D	PTPRC	1.327	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	SEMA7A	PLXNC1	0.397	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TF	TFR2	0.023	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TF	TFRC	0.264	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TGFB1	TGFBR3	0.674	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	BTLA	TNFRSF14	0.201	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LTA	TNFRSF14	0.199	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	FASLG	FAS	0.573	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LTA	TNFRSF1A	0.114	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TNF	TNFRSF1A	0.352	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	LTA	TNFRSF1B	0.723	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TNF	TNFRSF1B	0.962	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TNFSF12	TNFRSF12A	0.177	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TNFSF12	TNFRSF25	0.159	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	TNFSF9	TNFRSF9	1.316	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	ALCAM	CD6	0.899	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	BAG6	NCR3	0.106	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD226	NECTIN2	0.11	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD320	JAML	0.406	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD44	TYROBP	1.172	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD47	SIRPG	0.698	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD52	SIGLEC10	0.937	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD58	CD2	1.544	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD70	CD27	0.575	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD80	CD28	1.559	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD86	CD28	0.596	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD80	CTLA4	1.481	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
B cell|CD8-positive, alpha-beta T cell	CD86	CTLA4	0.518	87	B cell	CD8-positive, alpha-beta T cell	large_intestine	HBM538.PGFT.538_reg001
